cod-1510683-Fe2B4Mo4.chgcar,400000,100,100,40
cod-1510741-La1B2Ru3.chgcar,338688,84,84,48
cod-1510794-B4O2.chgcar,256000,40,40,160
cod-1510796-B6O9.chgcar,725760,72,72,140
cod-1510804-B4Os2.chgcar,207360,72,48,60
cod-1511130-Nb3Fe3B3.chgcar,442368,96,96,48
cod-1511208-La3B3Pt6.chgcar,846720,84,84,120
cod-1511261-Nd3B3Pt6.chgcar,768000,80,80,120
cod-1511477-Mg4B16.chgcar,677376,84,72,112
cod-1511518-Tb4B16.chgcar,1048576,128,128,64
cod-1511558-B5W2.chgcar,258048,48,48,112
cod-1511580-Pr5Co2B6.chgcar,987840,84,84,140
cod-1511598-Ce2Co8B8.chgcar,691200,80,80,108
cod-1511607-Nd5Fe2B6.chgcar,987840,84,84,140
cod-1512496-Br4.chgcar,725760,72,72,140
cod-1512506-Ga4.chgcar,373248,72,72,72
cod-1512532-Po1.chgcar,175616,56,56,56
cod-1512546-Te3.chgcar,497664,72,72,96
cod-1514088-Li2O1.chgcar,110592,48,48,48
cod-1516492-Fe2C6N6.chgcar,1259712,108,108,108
cod-1521016-Sr1Cu4As2.chgcar,524288,64,64,128
cod-1521017-Eu1Cu4As2.chgcar,491520,64,64,120
cod-1521250-Zr2N2Cl2.chgcar,4096000,160,160,160
cod-1521442-Tb4Co6Si10.chgcar,1209600,84,120,120
cod-1521699-Gd2S1O2.chgcar,360000,60,60,100
cod-1521783-Ca3Si1Br2.chgcar,933120,72,72,180
cod-1521892-Lu2S2F2.chgcar,460800,60,60,128
cod-1526340-V1Cu1O3.chgcar,737280,96,96,80
cod-1526380-Ni1O1.chgcar,110592,48,48,48
cod-1526412-Rb2Pd1C2.chgcar,512000,80,80,80
cod-1526414-Rb2Pt1C2.chgcar,564480,84,84,80
cod-1526416-Cs2Pd1C2.chgcar,737280,96,96,80
cod-1526418-Cs2Pt1C2.chgcar,737280,96,96,80
cod-1526492-Te2Ir1.chgcar,302400,60,60,84
cod-1526570-Na3Li3N2.chgcar,564480,56,56,180
cod-1526591-Gd1.chgcar,414720,48,48,180
cod-1527186-K2Sn2O3.chgcar,884736,96,96,96
cod-1527353-Ba1Si2.chgcar,288000,60,60,80
cod-1527464-Ge2P6.chgcar,512000,80,80,80
cod-1527588-Rb2.chgcar,1935360,72,192,140
cod-1528007-Tl4O2.chgcar,7529536,196,196,196
cod-1528021-Cu6P2.chgcar,388800,60,60,108
cod-1528165-V1Cl2.chgcar,301056,56,56,96
cod-1528370-Sr2N1Cl1.chgcar,1404928,112,112,112
cod-1528372-Sr2Br1N1.chgcar,1728000,120,120,120
cod-1528373-Sr2I1N1.chgcar,1728000,120,120,120
cod-1528775-In2Se3.chgcar,655360,64,64,160
cod-1528856-Si1N2F6.chgcar,512000,80,80,80
cod-1528933-Mo1Se2.chgcar,1728000,120,120,120
cod-1528948-Co3Sn2S2.chgcar,592704,84,84,84
cod-1530038-Tl1Cd1S2.chgcar,388800,60,60,108
cod-1530044-Eu2P1Br1.chgcar,1728000,120,120,120
cod-1530045-Eu2P1I1.chgcar,1728000,120,120,120
cod-1530159-Ni2H1.chgcar,96000,40,40,60
cod-1530725-Er2H2Cl2.chgcar,501760,56,56,160
cod-1530902-Zr1Cl2.chgcar,1728000,120,120,120
cod-1530903-Zr2Cl2.chgcar,501760,56,56,160
cod-1531113-Nd2O2F2.chgcar,1259712,108,108,108
cod-1531249-Np4Si4.chgcar,564480,120,56,84
cod-1531452-La2O3.chgcar,345600,60,60,96
cod-1531455-Ce2O3.chgcar,345600,60,60,96
cod-1531461-Nd2O3.chgcar,345600,60,60,96
cod-1531888-Y2C1.chgcar,301056,56,56,96
cod-1531931-Be3F6.chgcar,512000,80,80,80
cod-1532142-Nb2C1S2.chgcar,439040,56,56,140
cod-1532177-Nd2Te1S2.chgcar,622080,72,72,120
cod-1532198-V3Si6.chgcar,497664,72,72,96
cod-1532773-Ti2O1.chgcar,184320,48,48,80
cod-1532856-U2Cr4Si4.chgcar,860160,96,64,140
cod-1532890-Rb4.chgcar,1244160,72,72,240
cod-1534016-Tm10Si4Sb4.chgcar,1843200,120,128,120
cod-1534219-K2Pd1F6.chgcar,663552,96,96,72
cod-1534338-Mg1Cl2.chgcar,1259712,108,108,108
cod-1534444-Te1.chgcar,129024,48,56,48
cod-1534547-P1.chgcar,62208,36,36,48
cod-1534648-In2Se2.chgcar,2744000,140,140,140
cod-1534711-Se3.chgcar,414720,72,72,80
cod-1534743-Pt1S2.chgcar,301056,56,56,96
cod-1534870-Ce3B6C3.chgcar,512000,80,80,80
cod-1534893-Fe4S8.chgcar,884736,96,96,96
cod-1534985-Cs1Cu3O2.chgcar,537600,80,80,84
cod-1535097-La2Ge1I2.chgcar,870912,72,72,168
cod-1535922-Ca2N1.chgcar,313600,56,56,100
cod-1535927-Sr2N1.chgcar,388800,60,60,108
cod-1535971-Ti1Br2.chgcar,351232,56,56,112
cod-1536218-Cu9S5.chgcar,864000,60,60,240
cod-1536253-Si2O1.chgcar,229376,64,64,56
cod-1536588-Mn2Zn1As2.chgcar,409600,64,64,100
cod-1536814-Ca1Si2.chgcar,288000,60,60,80
cod-1536822-La4Cu2O8.chgcar,725760,84,80,108
cod-1536936-Eu4C4N8.chgcar,870912,216,56,72
cod-1537132-Cs3Sb2I9.chgcar,2621440,128,128,160
cod-1537138-Cs3Sb2Br9.chgcar,2621440,128,128,160
cod-1537197-Te2Pt1.chgcar,288000,60,60,80
cod-1537224-Ti3O6.chgcar,884736,96,96,96
cod-1537267-K2Pt4S6.chgcar,1728000,120,120,120
cod-1537395-Ca2Si2.chgcar,414720,60,72,96
cod-1537491-Mg3As2.chgcar,409600,64,64,100
cod-1537492-Zr2N2Cl2.chgcar,602112,56,56,192
cod-1537680-Mn6P3.chgcar,653184,108,108,56
cod-1537722-Pt2S2.chgcar,301056,56,56,96
cod-1537756-U4Pd4Se12.chgcar,1612800,120,140,96
cod-1537807-Sb8Se12.chgcar,2073600,192,60,180
cod-1538036-Ca2P1I1.chgcar,1728000,120,120,120
cod-1538039-Ca2As1I1.chgcar,1728000,120,120,120
cod-1538057-In6S8.chgcar,1728000,120,120,120
cod-1538235-V3S4.chgcar,1105920,96,96,120
cod-1538289-V1Se2.chgcar,313600,56,56,100
cod-1538297-Mg2Os1S6.chgcar,884736,96,96,96
cod-1538719-Te2Rh1.chgcar,302400,60,60,84
cod-1538756-Pr1.chgcar,175616,56,56,56
cod-1538834-Hg1.chgcar,110592,48,48,48
cod-1538842-Mn4N1.chgcar,512000,80,80,80
cod-1538985-Ho1Mo6S8.chgcar,884736,96,96,96
cod-1539070-P4Pd12.chgcar,860160,96,112,80
cod-1539157-U2N3.chgcar,301056,56,56,96
cod-1539160-Pu2O3.chgcar,301056,56,56,96
cod-1539198-Pt1Se2.chgcar,313600,56,56,100
cod-1539555-Zr1Se2.chgcar,313600,56,56,100
cod-1539682-Ti4O8.chgcar,1036800,96,60,180
cod-1539727-Ba1Cu3O4.chgcar,663552,64,96,108
cod-1539770-V4O6.chgcar,537600,80,80,84
cod-1539799-Ni3Sn2S2.chgcar,512000,80,80,80
cod-1539851-Cd1I2.chgcar,491520,64,64,120
cod-1539922-Cr2O6.chgcar,614400,80,80,96
cod-1539935-Al2S2Br6.chgcar,1728000,120,120,120
cod-1539949-Ca2N4Cl4.chgcar,1119744,108,108,96
cod-1540014-Nb2S4Cl4.chgcar,1105920,96,96,120
cod-1540069-Sn1.chgcar,175616,56,56,56
cod-1540207-Mn3In1C1.chgcar,512000,80,80,80
cod-1540222-Hf2Cu4Te6.chgcar,2867200,160,160,112
cod-1540278-Tl4Sn2S6.chgcar,3628800,180,180,112
cod-1540310-Sc1Si2.chgcar,201600,60,60,56
cod-1540346-Al1Cr3B4.chgcar,294912,48,128,48
cod-1540818-Ca2C4.chgcar,403200,60,112,60
cod-1540871-Al4Si4P12.chgcar,1474560,96,160,96
cod-1540874-Al4C3.chgcar,2097152,128,128,128
cod-1540884-In1Si1Te3.chgcar,746496,108,108,64
cod-1540913-Tl1.chgcar,175616,56,56,56
cod-1540925-In4S4.chgcar,691200,72,160,60
cod-1541841-Ba2P1Cl1.chgcar,2097152,128,128,128
cod-1541953-Bi2Se1O2.chgcar,393216,64,64,96
cod-1542030-W1N2.chgcar,592704,84,84,84
cod-1542099-Pb2C1O6.chgcar,663552,72,72,128
cod-1544687-Ni4Sb4S4.chgcar,884736,96,96,96
cod-1544726-Ba3P2O8.chgcar,1728000,120,120,120
cod-1544888-Sc4Al4O12.chgcar,691200,80,108,80
cod-1548807-Sn1Se2.chgcar,360000,60,60,100
cod-1549132-Cd2W2O8.chgcar,1000000,100,100,100
cod-1550317-Bi2S2O10.chgcar,725760,72,72,140
cod-1551985-La1Cu1O3.chgcar,216000,60,60,60
cod-1552015-Xe8O4.chgcar,4587520,128,128,280
cod-1552016-Xe3O2.chgcar,806400,56,120,120
cod-1552017-Xe4O8.chgcar,839808,72,108,108
cod-1552018-Xe4O12.chgcar,1075200,80,84,160
cod-2002027-Ta2Fe2Te6.chgcar,1146880,128,56,160
cod-2002297-Ga4Pb2O8.chgcar,819200,128,80,80
cod-2002690-Ti1O1.chgcar,110592,48,48,48
cod-2004916-Re4Te4S4.chgcar,1259712,108,108,108
cod-2006099-H2C1N4.chgcar,409600,80,80,64
cod-2009101-Tl4Mo2O8.chgcar,1179648,96,96,128
cod-2013551-Mg1I2.chgcar,524288,64,64,128
cod-2014900-Ti2Br2O2.chgcar,470400,56,60,140
cod-2019609-Zr4F16.chgcar,846720,84,84,120
cod-2100015-H8C4Cl8.chgcar,1327104,72,128,144
cod-2100454-Rh1.chgcar,64000,40,40,40
cod-2100456-In1.chgcar,175616,56,56,56
cod-2100976-Mg3B1N3.chgcar,276480,48,48,120
cod-2101235-Nb2Te4.chgcar,933120,108,108,80
cod-2101583-Zr1Pb1O3.chgcar,262144,64,64,64
cod-2101594-K3Mg4O8.chgcar,1354752,108,112,112
cod-2102302-Ni1.chgcar,46656,36,36,36
cod-2102934-C8S2Br8.chgcar,2016000,140,72,200
cod-2103099-Mg4Cl8O4.chgcar,1433600,160,56,160
cod-2104025-Na1Cl1.chgcar,175616,56,56,56
cod-2104449-Ba2Zn2F8.chgcar,1382400,120,120,96
cod-2104533-C14N4.chgcar,1572864,128,128,96
cod-2105347-Ag1N1O3.chgcar,262144,64,64,64
cod-2106040-K2Sn1N6.chgcar,884736,96,96,96
cod-2106199-Cs1I1.chgcar,373248,72,72,72
cod-2106376-Cs3Bi2Br9.chgcar,2621440,128,128,160
cod-2106385-Y2O2F2.chgcar,1000000,100,100,100
cod-2106402-La2S1O2.chgcar,442368,64,64,108
cod-2106431-O2.chgcar,373248,72,72,72
cod-2107154-Sm2S2I2.chgcar,5832000,180,180,180
cod-2108392-Ge4Te4.chgcar,786432,128,64,96
cod-2242624-Fe1N4.chgcar,225792,56,72,56
cod-2242784-Sr2Pd1O3.chgcar,1259712,108,108,108
cod-2300365-Ge3O6.chgcar,614400,80,80,96
cod-2310018-Ac2O3.chgcar,345600,60,60,96
cod-2310062-Ag2Cl2O4.chgcar,559872,72,72,108
cod-2310264-Pb2.chgcar,301056,56,56,96
cod-2310422-Cd2O4.chgcar,516096,56,96,96
cod-2310423-Cs2Ce1Cl6.chgcar,2352000,140,140,120
cod-2310495-K2N6.chgcar,1404928,112,112,112
cod-2310533-Nb1Se2.chgcar,338688,56,56,108
cod-2310565-I2F14.chgcar,987840,84,84,140
cod-2310616-Ti4Cd4O12.chgcar,806400,80,120,84
cod-2310668-Cs2Th1Cl6.chgcar,1382400,120,120,96
cod-2310799-Cl4.chgcar,663552,72,72,128
cod-2310825-Hg4Br4N2.chgcar,1119744,108,108,96
cod-2310832-La2Se1O2.chgcar,442368,64,64,108
cod-2310833-Nd2Se1O2.chgcar,388800,60,60,108
cod-2310834-Sm2Se1O2.chgcar,388800,60,60,108
cod-2310835-Gd2Se1O2.chgcar,388800,60,60,108
cod-2310836-Ho2Se1O2.chgcar,338688,56,56,108
cod-2310837-Er2Se1O2.chgcar,313600,56,56,100
cod-2310838-Yb2Se1O2.chgcar,376320,56,56,120
cod-2310848-Co4Cl2O6.chgcar,592704,84,84,84
cod-2310880-Sb2.chgcar,373248,72,72,72
cod-2310968-Ba3Zn3O6.chgcar,921600,96,96,100
cod-2310969-Ba3Co3O6.chgcar,995328,96,96,108
cod-2310976-Si4Ni8.chgcar,483840,80,56,108
cod-2310990-Pu2S1O2.chgcar,360000,60,60,100
cod-2310991-Th8S12.chgcar,1693440,168,168,60
cod-2310992-Th8S12.chgcar,1693440,168,60,168
cod-2311012-Pb8O12.chgcar,1382400,120,96,120
cod-2311036-Pr2Se1O2.chgcar,388800,60,60,108
cod-4001053-Nb1.chgcar,110592,48,48,48
cod-4002054-Mo4S4Cl12.chgcar,3763200,140,140,192
cod-4002056-Mo4Se4Cl12.chgcar,3763200,140,140,192
cod-4002409-Bi1.chgcar,983040,48,128,160
cod-4002801-Ca6Al4N8.chgcar,840000,100,100,84
cod-4002809-Sr1Si6N8.chgcar,1000000,100,100,100
cod-4030485-Ba2H1N1.chgcar,1259712,108,108,108
cod-4030923-Zn1.chgcar,3136000,140,140,160
cod-4030924-Cd1.chgcar,129024,48,48,56
cod-4031203-Hf1Cu1P1.chgcar,263424,56,56,84
cod-4031648-Ta1Se2.chgcar,351232,56,56,112
cod-4101546-Gd7Co1I12.chgcar,4096000,160,160,160
cod-4105298-Cu2Se4.chgcar,430080,80,96,56
cod-4113919-Fe1.chgcar,64000,40,40,40
cod-4119149-K1Nb1O3.chgcar,216000,60,60,60
cod-4123272-Nb4O4F6.chgcar,829440,96,80,108
cod-4123273-Nb4O4F6.chgcar,1119744,108,108,96
cod-4123710-Cs1Ge1I3.chgcar,884736,96,96,96
cod-4124306-Rb4Cu4Te4.chgcar,1440000,100,72,200
cod-4124522-Zr2S1N2.chgcar,301056,56,56,96
cod-4124624-Mo1S2.chgcar,248832,48,48,108
cod-4124660-Sm2S1O2.chgcar,360000,60,60,100
cod-4124661-Tm2S1O2.chgcar,313600,56,56,100
cod-4124662-Nd2S1O2.chgcar,388800,60,60,108
cod-4124679-Sr2U1O4.chgcar,559872,72,72,108
cod-4307489-Ag4N12.chgcar,995328,96,96,108
cod-4315653-Rb2B2H8.chgcar,663552,96,96,72
cod-4315654-Rb1B1H4.chgcar,262144,64,64,64
cod-4319140-Pb2Br8.chgcar,2211840,96,240,96
cod-4321150-Pr4Te4As4.chgcar,1228800,120,64,160
cod-4321151-Sm4Te4As4.chgcar,1228800,120,64,160
cod-4321152-Gd4Te4As4.chgcar,1075200,112,60,160
cod-4321153-Dy4Te4As4.chgcar,1075200,112,60,160
cod-4321154-Er4Te4As4.chgcar,1075200,112,60,160
cod-4322720-Na6Mn2F12.chgcar,1290240,84,96,160
cod-4326068-K1Cd4As3.chgcar,995328,72,72,192
cod-4326069-K1Cd4P3.chgcar,995328,72,72,192
cod-4328598-Th2N3.chgcar,345600,60,60,96
cod-4334423-Eu3B2Pt7.chgcar,903168,84,84,128
cod-4334598-Gd4B4O12.chgcar,884736,96,96,96
cod-4334925-Bi2N18.chgcar,1166400,100,108,108
cod-4335229-Na2Tc1F6.chgcar,508032,84,84,72
cod-4336764-I2Cl6.chgcar,1290240,140,96,96
cod-4341872-Cu6Ge2S8.chgcar,1512000,100,108,140
cod-4343683-Sc2Cl2.chgcar,501760,56,56,160
cod-4343762-Zr2Br2.chgcar,501760,56,56,160
cod-4344186-La2Cl2.chgcar,655360,64,64,160
cod-4344349-Ta12S8.chgcar,1317120,84,112,140
cod-4344384-Ta2Pd1S6.chgcar,1866240,108,108,160
cod-4345680-Ga2Re2Si2.chgcar,276480,48,48,120
cod-5000114-Ni3S3.chgcar,442368,48,96,96
cod-5900000-C1.chgcar,32768,32,32,32
cod-5900003-C4S4N8.chgcar,1161216,144,84,96
cod-5900004-C8N8O4.chgcar,1806336,112,112,144
cod-5900008-Be2H12C4.chgcar,1259712,108,108,108
cod-5900026-C6N2Cl2.chgcar,819200,80,80,128
cod-5900027-Cl1.chgcar,82944,48,48,36
cod-5900037-C8O8.chgcar,995328,108,96,96
cod-5910051-Rb1I1O3.chgcar,262144,64,64,64
cod-5910189-Cs1Sb4F13.chgcar,1728000,120,120,120
cod-6000034-Er2Cl6.chgcar,1259712,108,108,108
cod-7006523-C8S12.chgcar,1814400,100,108,168
cod-7037053-La2O2F2.chgcar,393216,64,64,96
cod-7038076-Sn1S2.chgcar,313600,56,56,100
cod-7046372-Mg2H12C4.chgcar,1404928,112,112,112
cod-7047198-Sc5Si6Pd4.chgcar,983040,60,128,128
cod-7115403-Ag2C8N6.chgcar,1728000,120,120,120
cod-7121822-Eu1Ni2Cl6.chgcar,1259712,108,108,108
cod-7121823-Gd1Ni2Cl6.chgcar,1259712,108,108,108
cod-7123351-Bi2.chgcar,373248,72,72,72
cod-7204807-Fe1.chgcar,64000,40,40,40
cod-7204904-Fe1.chgcar,64000,40,40,40
cod-7209371-K3Ag3As2.chgcar,1728000,120,120,120
cod-7211802-H4C4Cl12.chgcar,1966080,128,160,96
cod-7217015-Ba4Cu8S8.chgcar,1344000,140,160,60
cod-7217887-Ce1O2.chgcar,216000,60,60,60
cod-7220793-Na2Te1C2.chgcar,512000,80,80,80
cod-7221367-K4P4Pd2.chgcar,1382400,120,120,96
cod-7221376-K3Cu3P2.chgcar,1404928,112,112,112
cod-7222181-La2Al2Si4.chgcar,737280,64,64,180
cod-7222777-Ba2H3Br1.chgcar,622080,72,72,120
cod-7222862-Th4S8.chgcar,884736,108,64,128
cod-7222908-Sr1Mo6S8.chgcar,1000000,100,100,100
cod-7222946-Na4Hg1P2.chgcar,2744000,140,140,140
cod-7222947-K4Zn1P2.chgcar,2744000,140,140,140
cod-7222948-Na4Cd1P2.chgcar,2744000,140,140,140
cod-7222949-K4Hg1P2.chgcar,2985984,144,144,144
cod-7230067-Tb2Nb2O8.chgcar,800000,100,100,80
cod-7700433-Rb3Sc1Cl6.chgcar,1728000,120,120,120
cod-7701236-Eu2P2Pt6.chgcar,737280,96,96,80
cod-8101059-Ta2C1.chgcar,184320,48,48,80
cod-8101148-Fe1Br2.chgcar,338688,56,56,108
cod-8102920-Ba2N1.chgcar,432000,60,60,120
cod-8103422-K2Ag6Te4.chgcar,2744000,140,140,140
cod-8103447-Ca3Ni7B2.chgcar,768000,80,80,120
cod-8103645-Ca2Ge4O10.chgcar,762048,84,108,84
cod-8103860-K4Hg1As2.chgcar,4096000,160,160,160
cod-8103928-La2C1Cl1.chgcar,432000,60,60,120
cod-8104022-Te2Pt2.chgcar,388800,60,60,108
cod-8104159-Ni3Pb2Se2.chgcar,677376,84,84,96
cod-8104220-Cs3Sb2Cl9.chgcar,2016000,120,120,140
cod-8104249-Sb8S12.chgcar,1814400,180,60,168
cod-8104264-Zr4O8.chgcar,512000,80,80,80
cod-8104383-K4Be1P2.chgcar,2744000,140,140,140
cod-8104384-K4Be1As2.chgcar,2744000,140,140,140
cod-9000018-Fe4Sb4S4.chgcar,921600,96,100,96
cod-9000046-C2.chgcar,138240,64,60,36
cod-9001315-Sb1As1.chgcar,262144,64,64,64
cod-9001702-Sb4As2S4.chgcar,1769472,96,96,192
cod-9001949-Sc2P2O8.chgcar,592704,84,84,84
cod-9002806-Sr1Ti1O3.chgcar,216000,60,60,60
cod-9003043-Pb6O8.chgcar,967680,108,160,56
cod-9004849-Bi2Te1Se2.chgcar,4096000,160,160,160
cod-9006176-Ca4Ti4O12.chgcar,806400,84,120,80
cod-9006908-Al2O4.chgcar,207360,48,60,72
cod-9007590-Sb2Te3.chgcar,4096000,160,160,160
cod-9007776-Y2Cl6O12.chgcar,1536000,100,120,128
cod-9007824-Lu1Fe2O4.chgcar,439040,56,56,140
cod-9007834-Ru4Se16.chgcar,1728000,120,120,120
cod-9007972-Eu4I4Br4.chgcar,1327104,128,72,144
cod-9008014-Ni1I2.chgcar,1259712,108,108,108
cod-9008033-Si1N2F6.chgcar,737280,96,96,80
cod-9008069-Cu2Ag2Se2.chgcar,393216,64,64,96
cod-9008098-As2I6.chgcar,1492992,108,128,108
cod-9008329-Ba2Mg2Si2.chgcar,622080,72,72,120
cod-9008343-U2Sb2Se2.chgcar,614400,80,80,96
cod-9008561-B12.chgcar,512000,80,80,80
cod-9008586-Np4.chgcar,290304,72,72,56
cod-9008655-K1O1.chgcar,216000,60,60,60
cod-9008784-Ge4S4.chgcar,573440,160,56,64
cod-9008873-Mn2Te2.chgcar,580608,72,72,112
cod-9008884-Co2S2.chgcar,301056,56,56,96
cod-9008886-Co2Se2.chgcar,301056,56,56,96
cod-9008893-Fe2S2.chgcar,301056,56,56,96
cod-9008896-Fe2Te2.chgcar,388800,60,60,108
cod-9008897-Te2Ir2.chgcar,302400,60,60,84
cod-9008898-Mn2As2.chgcar,345600,60,60,96
cod-9008902-Ni2As2.chgcar,250880,56,56,80
cod-9008904-Ni2Se2.chgcar,250880,56,56,80
cod-9008906-Ni2Te2.chgcar,288000,60,60,80
cod-9008909-Te2Pd2.chgcar,344064,64,64,84
cod-9008910-B2Pt2.chgcar,184320,48,48,80
cod-9008969-Ti4P4.chgcar,564480,56,56,180
cod-9008973-Nb2P2.chgcar,301056,56,56,96
cod-9008974-Ta2P2.chgcar,301056,56,56,96
cod-9008985-Ca2Cl2.chgcar,439040,56,56,140
cod-9009071-La2O2F2.chgcar,1259712,108,108,108
cod-9009097-Ca1I2.chgcar,622080,72,72,120
cod-9009100-Co1I2.chgcar,388800,60,60,108
cod-9009103-Fe1I2.chgcar,432000,60,60,120
cod-9009107-Mg1Br2.chgcar,388800,60,60,108
cod-9009109-Mn1Br2.chgcar,388800,60,60,108
cod-9009110-Mn1I2.chgcar,491520,64,64,120
cod-9009114-Pb1I2.chgcar,829440,72,72,160
cod-9009121-Ti1Cl2.chgcar,388800,60,60,108
cod-9009122-Zn1I2.chgcar,388800,60,60,108
cod-9009124-Cd1Br2.chgcar,1404928,112,112,112
cod-9009125-Cd1Cl2.chgcar,1259712,108,108,108
cod-9009126-Co1Cl2.chgcar,1000000,100,100,100
cod-9009127-Cs2O1.chgcar,1728000,120,120,120
cod-9009128-Fe1Cl2.chgcar,338688,56,56,108
cod-9009130-Mn1Cl2.chgcar,1000000,100,100,100
cod-9009131-Ni1Br2.chgcar,1259712,108,108,108
cod-9009132-Ni1Cl2.chgcar,884736,96,96,96
cod-9009135-Zn1Br2.chgcar,1259712,108,108,108
cod-9009136-Zn1Cl2.chgcar,884736,96,96,96
cod-9009151-Cu4Cl4O4.chgcar,737280,96,96,80
cod-9009152-U1O2F2.chgcar,884736,96,96,96
cod-9009192-I2Cl2O2.chgcar,645120,72,56,160
cod-9009193-I2Br2O2.chgcar,645120,72,56,160
cod-9009196-Pb4Br8.chgcar,1555200,120,72,180
cod-9009197-Pb4F8.chgcar,720000,100,60,120
cod-9009201-Th4Se8.chgcar,1209600,120,72,140
cod-9009203-P4Ru8.chgcar,622080,108,96,60
cod-9009204-Re8P4.chgcar,645120,160,84,48
cod-9009206-Sr2H4.chgcar,393216,64,64,96
cod-9009650-As1.chgcar,125440,56,56,40
cod-9009744-Cs1Br1.chgcar,512000,80,80,80
cod-9009943-Ta1Sn1O3.chgcar,216000,60,60,60
cod-9010986-La2.chgcar,301056,56,56,96
cod-9010989-Nd2.chgcar,301056,56,56,96
cod-9011016-V3O8.chgcar,1492992,144,144,72
cod-9011403-Fe6P3.chgcar,516096,96,96,56
cod-9011563-Li1.chgcar,110592,48,48,48
cod-9011625-Co1.chgcar,64000,40,40,40
cod-9011640-S1.chgcar,64000,40,40,40
cod-9011642-Cs8.chgcar,3292800,140,140,168
cod-9011889-Sb1.chgcar,110592,48,48,48
cod-9012018-Be2.chgcar,72576,36,36,56
cod-9012039-Be2.chgcar,82944,48,48,36
cod-9012192-W1S2.chgcar,1404928,112,112,112
cod-9012278-Tl2S1.chgcar,393216,64,64,96
cod-9012420-Bi2Te2S1.chgcar,4741632,168,168,168
cod-9012697-Pb2O2.chgcar,302400,60,60,84
cod-9012725-Cs2.chgcar,896000,80,80,140
cod-9012740-Cu2Sb4O12.chgcar,829440,72,72,160
cod-9012858-Bi2Te3.chgcar,829440,72,72,160
cod-9013136-Se1.chgcar,110592,48,48,48
cod-9013958-Bi4S3.chgcar,884736,64,64,216
cod-9014377-Ru4S8.chgcar,592704,84,84,84
cod-9014424-Rb2Pt1S6.chgcar,1209600,120,120,84
